game,bluetop,bluetopgp,bluetopwr,bluetopkda,bluejungle,bluejunglegp,bluejunglewr,bluejunglekda,bluemid,bluemidgp,bluemidwr,bluemidkda,blueadc,blueadcgp,blueadcwr,blueadckda,bluesupport,bluesupportgp,bluesupportwr,bluesupportkda,redtop,redtopgp,redtopwr,redtopkda,redjungle,redjunglegp,redjunglewr,redjunglekda,redmid,redmidgp,redmidwr,redmidkda,redadc,redadcgp,redadcwr,redadckda,redsupport,redsupportgp,redsupportwr,redsupportkda,result
NA1/3745288195,Maokai,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Hecarim,13,46%,2.4,Galio,9,44%,4.2,Kai'Sa,20,60%,3.7,Nautilus,9,56%,2.4,Shen,13,77%,4.3,Graves,20,80%,5.6,Azir,12,75%,4.2,Aphelios,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Thresh,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,1
NA1/3745447842,Shen,3,33%,2.9,Hecarim,5,20%,2.7,Azir,11,45%,3.0,Miss Fortune,4,25%,2.3,Seraphine,4,25%,1.8,Mordekaiser,3,67%,2.2,Nidalee,7,71%,4.3,Lucian,9,78%,4.1,Jhin,9,44%,3.1,Alistar,16,56%,2.9,1
NA1/3745607540,Aatrox,3,67%,3.2,Graves,10,50%,2.8,Galio,8,50%,3.7,Aphelios,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Braum,8,13%,2.8,Ornn,2,0%,1.0,Kindred,1,0%,1.6,Seraphine,4,0%,1.9,Jhin,4,0%,2.4,Thresh,3,0%,1.9,0
NA1/3745417800,Mordekaiser,6,50%,2.3,Olaf,15,53%,3.6,Zoe,12,67%,6.2,Aphelios,1,0%,1.6,Thresh,11,73%,4.7,Camille,8,63%,2.6,Graves,24,63%,3.2,Syndra,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Kai'Sa,7,43%,3.3,Rakan,4,50%,3.1,1
NA1/3745567470,Camille,12,58%,3.1,Olaf,9,33%,2.3,Galio,15,47%,3.3,Kai'Sa,22,41%,3.0,Rakan,15,53%,5.2,Shen,10,30%,2.0,Kindred,5,60%,3.2,Xerath,12,42%,4.2,Vayne,3,67%,3.4,Braum,4,75%,4.5,1
NA1/3745407851,Ornn,6,67%,5.0,Pantheon,6,83%,7.3,Akali,10,30%,1.6,Miss Fortune,9,78%,4.9,Alistar,36,67%,3.1,Illaoi,2,50%,1.4,Skarner,9,56%,3.6,Lulu,1,100%,7.0,Aphelios,26,62%,3.8,Thresh,26,58%,3.0,1
NA1/3745597012,Volibear,5,0%,0.7,Taliyah,1,0%,0.6,Pantheon,2,0%,0.9,Aphelios,1,0%,1.0,Rell,4,75%,2.2,Wukong,4,50%,2.6,Jarvan IV,1,100%,17.0,Orianna,2,100%,7.3,Kai'Sa,6,33%,3.1,Leona,3,67%,5.9,1
NA1/3745458005,Ornn,4,50%,2.4,Graves,5,20%,2.6,Orianna,2,0%,1.0,Jhin,3,0%,9.5,Alistar,8,50%,2.4,Renekton,6,33%,2.2,Taliyah,7,43%,3.4,Sylas,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Miss Fortune,6,67%,3.5,Seraphine,4,75%,4.8,1
NA1/3745298302,Gangplank,5,20%,1.9,Taliyah,3,33%,1.2,Viktor,6,50%,1.9,Miss Fortune,4,75%,3.4,Thresh,19,53%,2.3,Malphite,2,0%,1.8,Hecarim,5,40%,4.4,Seraphine,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Kai'Sa,14,36%,3.3,Leona,13,46%,3.9,0
NA1/3745278905,Aatrox,6,50%,2.2,Graves,18,44%,2.5,Lulu,1,0%,1.3,Kai'Sa,7,57%,3.9,Sett,1,0%,0.8,Poppy,7,43%,2.2,Hecarim,8,50%,4.2,Zoe,2,50%,4.0,Jhin,6,50%,4.7,Galio,5,20%,3.1,1
NA1/3745567953,Ornn,3,33%,3.1,Hecarim,7,71%,3.5,Galio,7,43%,3.4,Miss Fortune,7,57%,3.3,Rakan,4,25%,4.3,Renekton,6,17%,1.0,Taliyah,6,50%,2.5,Zoe,10,40%,3.0,Jhin,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Sett,4,25%,2.1,0
NA1/3745408302,Fiora,4,0%,1.4,Pantheon,1,0%,0.7,Syndra,1,0%,0.3,Miss Fortune,8,13%,1.6,Leona,3,0%,1.1,Aatrox,7,29%,1.6,Elise,5,20%,1.7,Ekko,2,50%,17.0,Kai'Sa,7,14%,0.9,Thresh,1,100%,4.5,1
NA1/3745369025,Shen,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Olaf,8,50%,3.2,Twisted Fate,3,33%,2.5,Kai'Sa,20,60%,3.7,Rakan,9,56%,5.2,Ornn,10,70%,3.9,Kindred,4,50%,3.8,Akali,1,0%,0.7,Aphelios,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Thresh,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,0
NA1/3745278933,Renekton,14,57%,2.3,Taliyah,4,25%,2.1,LeBlanc,1,0%,4.5,Kai'Sa,22,41%,3.0,Pantheon,2,50%,2.4,Gnar,26,38%,2.7,Nidalee,5,60%,3.5,Xerath,12,42%,4.2,Jhin,13,54%,3.2,Leona,10,50%,3.0,1
NA1/3745369076,Shen,11,27%,2.7,Graves,17,41%,3.2,Ryze,27,44%,3.5,Aphelios,9,67%,4.6,Maokai,11,64%,3.6,Pantheon,3,67%,2.6,Taliyah,3,67%,4.4,Aurelion Sol,4,25%,3.6,Kai'Sa,4,75%,8.3,Soraka,1,100%,7.7,1
NA1/3745408382,Renekton,1,0%,0.9,Olaf,3,33%,3.0,Karma,2,50%,2.6,Samira,3,33%,3.0,Alistar,4,25%,2.9,Camille,11,55%,1.9,Karthus,3,67%,2.1,Zed,5,40%,1.8,Kai'Sa,15,40%,2.8,Janna,1,100%,22.0,1
NA1/3745608137,Mordekaiser,1,0%,0.0,Hecarim,3,0%,1.9,Graves,1,0%,0.0,Jhin,4,0%,2.4,Leona,2,0%,1.2,Renekton,4,25%,1.3,Lillia,6,33%,3.5,Malphite,2,50%,2.9,Miss Fortune,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Seraphine,5,60%,5.2,1
NA1/3745369091,Sion,26,42%,3.6,Kindred,12,67%,3.6,Seraphine,4,25%,3.1,Jhin,8,75%,5.8,Braum,13,54%,3.0,Malphite,3,33%,1.8,Olaf,13,69%,3.9,Kayle,2,50%,5.0,Kai'Sa,41,59%,4.7,Leona,7,86%,4.0,1
NA1/3745398634,Camille,21,67%,2.9,Hecarim,11,64%,3.7,Ekko,2,50%,3.3,Kai'Sa,15,53%,6.9,Galio,29,69%,5.2,Ornn,9,33%,1.5,Lillia,3,67%,4.2,Syndra,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Samira,3,67%,3.8,Rell,12,67%,2.4,1
NA1/3745069674,Fiora,3,0%,1.2,Olaf,2,0%,1.9,Yone,1,0%,4.2,Seraphine,1,0%,1.8,Galio,2,0%,2.1,Maokai,7,71%,2.7,Nidalee,7,71%,4.3,Zed,3,67%,1.6,Jhin,9,44%,3.1,Zoe,1,100%,2.4,1
NA1/3745249099,Camille,3,33%,2.3,Nunu & Willump,9,67%,5.6,Viktor,13,46%,2.5,Aphelios,26,62%,3.8,Leona,14,50%,2.9,Riven,23,61%,3.9,Pantheon,6,83%,7.3,Zoe,23,83%,5.3,Jhin,13,62%,7.6,Alistar,36,67%,3.1,1
NA1/3745448616,Shen,15,53%,4.2,Taliyah,6,50%,3.3,Lucian,4,75%,4.3,Kai'Sa,38,50%,3.7,Leona,11,27%,2.0,Aatrox,6,33%,2.0,Hecarim,3,33%,1.6,Viktor,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Samira,6,33%,1.6,Galio,1,0%,0.5,0
NA1/3745369513,Shen,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Ekko,2,50%,3.5,Yone,13,62%,2.9,Kai'Sa,20,60%,3.7,Braum,11,9%,2.0,Ornn,10,70%,3.9,Hecarim,12,50%,3.5,Viktor,7,57%,5.1,Miss Fortune,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Seraphine,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,1
NA1/3745408824,Jax,1,0%,1.8,Taliyah,3,0%,1.8,Sett,3,33%,2.4,Kai'Sa,6,33%,3.1,Morgana,1,0%,4.3,Wukong,4,50%,1.5,Lillia,5,60%,2.7,Riven,6,67%,2.7,Vayne,6,50%,2.4,Alistar,6,33%,1.7,1
NA1/3746880053,Mordekaiser,2,100%,2.8,Hecarim,5,40%,4.4,Sylas,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Tristana,5,100%,8.7,Leona,13,46%,3.9,Shen,6,33%,3.9,Sejuani,3,33%,3.4,Renekton,4,50%,1.9,Samira,5,20%,1.1,Alistar,4,25%,1.1,0
NA1/3745418833,Shen,6,33%,2.6,Olaf,3,33%,3.8,Syndra,24,50%,3.5,Jhin,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Gragas,5,20%,2.6,Sion,1,100%,2.4,Kindred,4,25%,0.9,Ekko,3,33%,2.2,Miss Fortune,7,57%,3.3,Alistar,3,33%,1.8,1
NA1/3745488877,Aatrox,28,36%,2.2,Olaf,28,71%,4.5,Orianna,8,63%,3.5,Jhin,13,62%,7.6,Maokai,6,50%,1.9,Darius,14,71%,4.1,Nunu & Willump,9,67%,5.6,Seraphine,7,29%,4.2,Aphelios,26,62%,3.8,Morgana,25,84%,3.7,1
NA1/3745449081,Ornn,2,100%,14.0,Olaf,15,53%,3.6,Ekko,3,67%,5.8,Samira,4,75%,5.8,Thresh,11,73%,4.7,Jax,10,40%,1.4,Graves,24,63%,3.2,Syndra,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Kai'Sa,7,43%,3.3,Alistar,6,50%,4.2,0
ESPORTSTMNT01/1691645,Aatrox,45,64%,2.9,Lillia,10,20%,2.9,Zoe,5,40%,2.9,Samira,12,33%,3.2,Alistar,25,28%,2.5,Gnar,31,71%,5.4,Nidalee,23,83%,6.1,Lucian,7,71%,5.7,Kai'Sa,29,76%,5.5,Galio,11,55%,2.8,1
6991-9271,Sion,15,47%,2.6,Olaf,15,40%,2.7,Syndra,7,29%,2.3,Kai'Sa,13,38%,2.6,Leona,5,40%,1.9,Ornn,9,33%,2.1,Graves,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Yone,3,33%,1.3,Aphelios,4,25%,2.2,Thresh,10,20%,1.8,0
6991-9272,Kennen,1,100%,3.0,Olaf,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Akali,13,54%,3.1,Jhin,6,33%,6.0,Alistar,35,43%,2.9,Gnar,13,15%,1.9,Pantheon,3,0%,1.3,Galio,10,40%,3.5,Miss Fortune,3,0%,1.0,Nautilus,1,0%,0.5,0
6991-9273,Kennen,4,25%,2.0,Graves,3,33%,2.3,Galio,10,40%,3.5,Kai'Sa,13,38%,2.6,Sett,3,67%,2.3,Aatrox,12,25%,3.3,Lillia,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Sylas,14,43%,2.4,Aphelios,4,25%,2.2,Thresh,10,20%,1.8,0
6993-9274,Gnar,7,29%,1.2,Olaf,21,48%,4.4,Orianna,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Vayne,3,67%,6.3,Thresh,11,27%,1.9,Kennen,11,18%,1.4,Graves,13,38%,3.4,Viktor,12,75%,4.7,Samira,11,73%,7.4,Leona,8,75%,3.7,1
ESPORTSTMNT01/1691675,Gnar,31,71%,5.4,Graves,27,85%,5.9,Syndra,54,70%,5.0,Kai'Sa,29,76%,5.5,Maokai,10,100%,7.2,Renekton,7,43%,2.4,Nidalee,48,69%,5.2,Orianna,13,46%,3.6,Samira,12,33%,3.2,Leona,10,60%,2.5,0
6992-9276,Kennen,3,67%,2.1,Graves,7,57%,4.0,Orianna,6,33%,2.6,Aphelios,9,11%,1.8,Thresh,4,25%,2.3,Jayce,3,33%,1.1,Nidalee,10,60%,3.3,Yone,1,0%,2.0,Jhin,3,0%,2.1,Leona,18,50%,3.2,0
6993-9275,Gnar,9,67%,2.8,Olaf,49,57%,4.4,Zoe,17,24%,2.5,Tristana,24,71%,4.7,Rell,21,67%,3.2,Ornn,8,38%,2.4,Graves,1,0%,1.0,Akali,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Jhin,5,40%,5.3,Leona,2,0%,0.8,0
6925-9277,Renekton,18,56%,2.8,Taliyah,10,70%,4.8,Sett,2,50%,4.2,Kai'Sa,31,29%,3.9,Leona,10,50%,2.6,Ornn,16,25%,2.9,Graves,3,0%,0.8,Twisted Fate,8,63%,5.8,Vayne,2,0%,0.9,Braum,21,24%,3.0,0
ESPORTSTMNT01/1691681,Mordekaiser,11,73%,3.0,Graves,9,33%,2.4,Orianna,44,73%,6.0,Samira,10,70%,3.7,Rell,7,43%,2.2,Camille,1,0%,1.5,Lillia,11,27%,2.7,Twisted Fate,3,0%,1.7,Kai'Sa,23,22%,3.0,Galio,1,0%,2.0,0
6992-9280,Wukong,5,40%,2.0,Nidalee,10,60%,3.3,Viktor,3,0%,0.6,Kai'Sa,39,33%,2.3,Alistar,4,25%,2.6,Kennen,3,67%,2.1,Graves,7,57%,4.0,Galio,3,100%,5.1,Miss Fortune,1,100%,17.0,Leona,2,50%,5.5,1
6925-9278,Renekton,22,32%,2.3,Olaf,8,38%,1.7,Karma,5,60%,3.7,Miss Fortune,6,33%,2.4,Seraphine,1,100%,2.0,Jayce,3,33%,4.6,Nidalee,7,29%,4.3,Orianna,16,31%,3.1,Aphelios,26,42%,3.8,Thresh,16,44%,5.6,0
6995-9281,Aatrox,23,35%,2.7,Graves,23,48%,5.5,Syndra,7,57%,2.7,Kai'Sa,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Alistar,31,19%,1.9,Camille,12,67%,3.7,Hecarim,8,63%,5.4,Orianna,16,81%,7.4,Jhin,6,67%,4.5,Galio,4,75%,3.8,1
ESPORTSTMNT01/1691701,Gnar,11,27%,2.1,Pantheon,2,0%,1.5,Corki,13,23%,2.7,Aphelios,16,44%,3.7,Thresh,5,20%,3.4,Kennen,22,55%,2.6,Olaf,15,40%,3.1,Syndra,30,47%,3.3,Kai'Sa,24,25%,3.2,Seraphine,4,50%,4.7,1
6926-9284,Ornn,13,38%,2.3,Graves,24,63%,6.7,Orianna,20,55%,4.0,Tristana,6,33%,2.4,Alistar,38,63%,3.6,Gnar,35,77%,2.8,Lillia,12,58%,4.4,Syndra,73,56%,4.1,Kai'Sa,11,45%,5.1,Leona,15,60%,2.2,1
6994-9283,Camille,19,58%,2.9,Nidalee,21,62%,4.6,Twisted Fate,8,63%,6.2,Kai'Sa,24,58%,4.3,Galio,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Renekton,19,37%,2.6,Kindred,1,0%,0.3,Orianna,10,70%,6.8,Draven,15,67%,6.2,Sett,20,60%,2.5,0
6925-9279,Gnar,13,46%,1.5,Pantheon,3,100%,12.0,Azir,38,47%,3.0,Xayah,20,40%,4.1,Leona,10,50%,2.6,Renekton,22,32%,2.3,Graves,3,0%,0.8,Orianna,7,43%,5.9,Kai'Sa,6,17%,2.1,Nautilus,18,50%,2.2,0
6995-9282,Fiora,3,0%,0.7,Graves,23,48%,5.5,Twisted Fate,2,0%,1.6,Xayah,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Nautilus,43,53%,3.1,Camille,12,67%,3.7,Karthus,5,100%,6.3,Galio,4,100%,7.9,Kai'Sa,47,72%,4.7,Rell,16,81%,3.6,1
6926-9285,Camille,13,23%,1.7,Taliyah,11,55%,6.2,Orianna,20,55%,4.0,Kai'Sa,32,59%,4.5,Leona,37,51%,2.9,Gragas,3,67%,2.6,Olaf,6,83%,4.8,Syndra,73,56%,4.1,Jhin,5,40%,6.7,Galio,18,56%,2.7,0
6994-9286,Camille,19,58%,2.9,Nidalee,21,62%,4.6,Twisted Fate,8,63%,6.2,Kai'Sa,24,58%,4.3,Thresh,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Renekton,19,37%,2.6,Graves,1,0%,3.7,Galio,9,56%,4.0,Aphelios,32,44%,3.1,Nautilus,10,60%,2.3,0
6926-9289,Camille,13,23%,1.7,Pantheon,4,50%,5.7,Orianna,20,55%,4.0,Tristana,6,33%,2.4,Galio,4,75%,2.2,Jayce,33,64%,2.3,Lillia,12,58%,4.4,Syndra,73,56%,4.1,Lucian,5,20%,3.7,Leona,15,60%,2.2,0
ESPORTSTMNT03/1682437,Yone,1,100%,5.5,Nidalee,1,100%,13.0,Akali,2,100%,5.3,Miss Fortune,1,100%,16.0,Galio,9,67%,4.3,Aatrox,3,33%,1.7,Graves,19,53%,4.2,LeBlanc,16,50%,5.3,Kai'Sa,14,36%,2.7,Nautilus,7,43%,2.3,0
ESPORTSTMNT03/1682456,Renekton,7,14%,1.5,Olaf,5,20%,2.7,Viktor,6,33%,2.6,Aphelios,14,36%,4.2,Sett,4,50%,2.6,Gragas,6,50%,5.6,Nidalee,4,75%,10.8,Jayce,4,50%,3.5,Kai'Sa,15,60%,4.4,Leona,11,64%,2.5,1
ESPORTSTMNT01/1681947,Irelia,3,67%,1.9,Ivern,8,63%,8.8,Zoe,1,0%,8.0,Samira,3,0%,2.0,Rell,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Aatrox,11,73%,4.2,Nunu & Willump,1,100%,2.3,Orianna,8,38%,2.7,Miss Fortune,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Leona,1,100%,7.0,1
ESPORTSTMNT03/1682474,Volibear,4,50%,4.7,Taliyah,2,0%,1.4,Lucian,4,0%,1.5,Jhin,16,63%,9.4,Galio,4,0%,1.0,Gragas,4,25%,1.5,Graves,21,38%,3.1,Zoe,7,71%,6.1,Kai'Sa,7,43%,3.0,Sett,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,1
ESPORTSTMNT03/1682482,Renekton,6,33%,1.5,Taliyah,2,0%,0.8,Zoe,19,37%,4.7,Kai'Sa,7,43%,3.6,Galio,1,0%,0.4,Gnar,17,53%,3.0,Graves,14,50%,3.4,Orianna,15,80%,6.6,Aphelios,14,57%,3.5,Leona,15,60%,2.7,1
ESPORTSTMNT03/1682498,Renekton,8,50%,1.9,Taliyah,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Yone,2,0%,0.8,Ashe,9,56%,5.1,Nautilus,22,55%,1.9,Malphite,7,57%,2.4,Hecarim,9,67%,4.3,Syndra,24,38%,4.0,Kai'Sa,27,70%,6.0,Galio,2,100%,16.0,1
ESPORTSTMNT01/1682000,Ornn,7,86%,3.7,Pantheon,3,100%,11.2,Orianna,15,80%,8.2,Kai'Sa,20,65%,4.7,Alistar,6,67%,4.9,Sett,6,50%,2.1,Olaf,6,33%,2.9,Syndra,4,0%,1.9,Jhin,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Leona,1,0%,3.3,0
ESPORTSTMNT03/1672441,Aatrox,14,86%,5.1,Taliyah,9,67%,4.1,Zoe,19,74%,5.2,Aphelios,14,86%,7.8,Alistar,30,67%,4.2,Jayce,4,0%,0.6,Kindred,6,17%,2.0,Orianna,10,20%,3.2,Kai'Sa,17,47%,3.0,Gragas,5,20%,2.1,0
ESPORTSTMNT01/1682040,Ornn,5,40%,2.2,Hecarim,2,0%,0.9,Orianna,8,0%,3.1,Miss Fortune,2,0%,2.6,Alistar,5,60%,3.4,Sion,3,33%,0.9,Taliyah,4,25%,2.1,Lucian,3,67%,4.2,Jhin,7,57%,6.3,Braum,2,100%,5.5,1
ESPORTSTMNT03/1672458,Aatrox,34,50%,3.6,Olaf,21,57%,3.5,Galio,12,67%,4.4,Aphelios,15,73%,4.4,Lulu,7,57%,4.6,Renekton,31,68%,4.4,Lillia,2,0%,3.0,Cassiopeia,39,54%,4.7,Samira,7,57%,2.8,Leona,8,63%,5.6,0
ESPORTSTMNT03/1672480,Gnar,5,80%,5.4,Nidalee,8,50%,5.8,Zoe,6,50%,4.9,Aphelios,7,43%,3.5,Leona,10,30%,1.9,Renekton,23,61%,2.9,Graves,44,64%,3.3,Ryze,24,67%,3.7,Kai'Sa,23,61%,6.5,Maokai,1,100%,9.0,1
ESPORTSTMNT03/1672495,Ornn,9,67%,4.5,Olaf,13,62%,3.6,Azir,46,59%,3.9,Jhin,20,60%,5.7,Maokai,1,100%,4.5,Renekton,21,52%,2.1,Graves,23,35%,2.9,Syndra,32,59%,2.8,Kai'Sa,17,35%,3.8,Alistar,47,45%,2.5,0
ESPORTSTMNT03/1672520,Gangplank,32,63%,5.9,Nidalee,5,60%,3.4,Orianna,79,72%,7.7,Aphelios,14,71%,4.8,Thresh,23,65%,4.9,Ornn,10,70%,2.8,Graves,25,44%,3.7,Syndra,16,31%,2.5,Kai'Sa,14,29%,2.5,Nautilus,6,67%,3.1,0
NA1/3747025816,Gnar,5,60%,3.7,Olaf,10,70%,3.1,Sylas,9,56%,3.5,Kai'Sa,17,53%,6.7,Galio,12,42%,4.4,Renekton,2,0%,0.0,Hecarim,5,20%,2.7,Azir,11,45%,3.0,Miss Fortune,4,25%,2.3,Seraphine,4,25%,1.8,0
NA1/3747274975,Renekton,24,71%,2.6,Lillia,14,86%,3.9,Orianna,48,65%,4.9,Kai'Sa,15,53%,6.9,Sett,10,90%,5.0,Ornn,3,33%,3.1,Olaf,6,33%,1.9,Galio,7,43%,3.4,Miss Fortune,7,57%,3.3,Thresh,2,0%,2.1,0
NA1/3747205360,Darius,5,40%,3.0,Graves,2,50%,4.8,Viktor,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Kai'Sa,16,44%,3.8,Nautilus,9,33%,2.0,Shen,13,77%,4.3,Hecarim,12,50%,3.5,Azir,12,75%,4.2,Aphelios,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Thresh,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,1
NA1/3747504571,Ornn,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Ekko,2,50%,3.5,Lucian,2,50%,2.6,Kai'Sa,20,60%,3.7,Maokai,1,100%,6.0,Volibear,2,0%,1.7,Taliyah,3,33%,4.5,Irelia,1,0%,2.5,Aphelios,3,67%,4.9,Lulu,6,67%,4.4,0
NA1/3747255192,Karma,1,100%,10.0,Olaf,6,33%,3.5,Orianna,9,44%,5.8,Aphelios,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Galio,5,80%,4.4,Aatrox,2,50%,3.8,Graves,5,20%,2.6,Zoe,2,0%,1.3,Kai'Sa,11,73%,5.6,Thresh,13,69%,6.4,0
NA1/3747075828,Cho'Gath,3,67%,1.3,Olaf,6,67%,3.1,Viktor,2,100%,10.7,Jhin,6,50%,4.7,Maokai,2,50%,1.2,Camille,11,55%,1.9,Lillia,5,60%,2.7,Zed,5,40%,1.8,Kai'Sa,15,40%,2.8,Alistar,6,33%,1.7,0
NA1/3747285086,Akali,7,57%,3.0,Olaf,28,71%,4.5,Yone,5,80%,3.6,Aphelios,24,71%,4.2,Thresh,37,41%,2.5,Ornn,4,50%,2.0,Kindred,5,60%,3.2,Xerath,12,42%,4.2,Vayne,3,67%,3.4,Leona,10,50%,3.0,0
NA1/3747394840,Kled,6,33%,2.6,Lillia,9,33%,3.1,Pantheon,3,100%,3.8,Miss Fortune,4,75%,4.6,Alistar,15,53%,3.3,Aatrox,10,60%,2.0,Nidalee,7,71%,4.3,Viktor,8,38%,2.1,Jhin,9,44%,3.1,Galio,9,44%,1.7,0
NA1/3747245504,Malphite,2,0%,1.8,Graves,11,64%,3.4,Lissandra,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Aphelios,3,33%,1.5,Thresh,3,33%,2.3,Akali,3,100%,10.3,Lee Sin,13,38%,3.2,Sylas,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Kai'Sa,5,60%,4.3,Lulu,1,100%,23.0,1
NA1/3747175418,Aatrox,30,57%,3.3,Graves,10,70%,6.2,Karma,10,60%,6.1,Kai'Sa,41,59%,4.7,Alistar,37,65%,3.5,Gangplank,26,50%,3.6,Jarvan IV,11,36%,4.1,Syndra,18,50%,2.5,Xayah,11,18%,2.6,Leona,14,50%,2.9,0
ESPORTSTMNT03/1682665,Aatrox,3,67%,3.2,Graves,10,50%,2.8,Orianna,5,60%,2.3,Aphelios,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Thresh,13,23%,2.1,Camille,8,75%,2.2,Nidalee,11,64%,3.1,Viktor,6,50%,1.9,Jhin,2,0%,2.7,Leona,6,33%,1.4,0
NA1/3747275468,Gnar,5,60%,2.7,Taliyah,6,50%,2.5,Sett,1,100%,14.0,Kai'Sa,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Galio,5,80%,4.4,Renekton,2,0%,1.3,Lillia,2,0%,1.1,Lucian,1,0%,3.0,Aphelios,2,0%,1.1,Alistar,8,50%,2.4,0
NA1/3747495111,Yone,5,60%,1.7,Graves,15,53%,3.1,Zoe,17,59%,5.4,Xayah,13,46%,4.3,Galio,2,100%,3.0,Aatrox,7,29%,1.6,Nidalee,4,25%,1.5,Renekton,3,0%,0.6,Kai'Sa,7,14%,0.9,Alistar,4,25%,0.7,0
NA1/3747215990,Shen,1,0%,1.0,Olaf,6,67%,3.1,Twisted Fate,1,0%,1.0,Kai'Sa,8,13%,2.4,Nami,1,0%,2.3,Ornn,4,50%,2.6,Lillia,5,60%,2.7,Ekko,4,75%,3.1,Vayne,6,50%,2.4,Lulu,4,75%,7.7,1
NA1/3747295669,Sion,26,42%,3.6,Olaf,16,69%,3.7,Orianna,20,55%,4.2,Jhin,8,75%,5.8,Maokai,3,67%,2.0,Darius,2,0%,1.1,Graves,7,29%,3.6,Syndra,3,33%,2.8,Miss Fortune,8,25%,3.1,Taric,6,33%,2.5,0
NA1/3747395342,Shen,7,43%,5.8,Kindred,5,0%,2.7,Viktor,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Kai'Sa,14,36%,3.3,Leona,13,46%,3.9,Wukong,5,60%,2.6,Lillia,1,100%,6.0,Azir,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Miss Fortune,6,67%,3.5,Seraphine,4,75%,4.8,1
NA1/3747086402,Renekton,2,0%,0.0,Hecarim,5,20%,2.7,Galio,5,20%,2.1,Miss Fortune,4,25%,2.3,Shen,1,0%,1.5,Camille,11,55%,2.5,Lillia,15,53%,4.2,Corki,10,30%,2.4,Kai'Sa,17,53%,6.7,Sett,3,33%,1.8,1
